Location,Latitude,Longitude
washington square,45.4502491,-122.7812183
market & 2nd streets,39.762632,-84.18071599999999
33 spruce st,37.7903215,-122.4543691
grant avenue (north beach),37.8030891,-122.4081043
200 block market street,39.9496906,-75.1439347
filbert st. & leavenworth,37.8003487,-122.4176339
fort baker,37.8360614,-122.4788979
powell from bush and sutter,37.7891189,-122.4084207
"hayes valley care (601 laguna street, hayes valley)",37.7767801,-122.4265958
"grove & polk, thru fulton & 6th, masonic, 28th & 47th",0.0,0.0
transamerica building (600 montgomery street at clay),37.79517750000001,-122.4027787
san francisco chronicle (901 mission street at 15th street),37.7821582,-122.4065832
24th street between folsom and harrison streets,0.0,0.0
heald college,37.7819286,-122.4041764
pioneer park at coit tower,37.8028575,-122.4059887
"kezar stadium, golden gate park",37.7669182,-122.4561008
kearney street (telegraph hill),37.79755919999999,-122.4054381
geary & 27th ave,37.7800493,-122.4869012
grant between sacramento and jack kerouac alley,0.0,0.0
"ghirardelli square (900 north point street, fisherman's wharf)",37.8056544,-122.4224076
maiden lane between kearny and grant,0.0,0.0
filbert & taylor streets (russian hill),37.8007601,-122.414327
intersection of broadway at kearney,48.7639758,-122.4823065
lombard & hyde,37.8020045,-122.4196371
market st. overpass,34.2537339,-77.8484534
fremont street exit of bay bridge,37.7982799,-122.3778182
6th street on-ramp to highway 280,0.0,0.0
broadway @ jones streets,37.7968072,-122.4152099
504 broadway,40.7221377,-73.9991946
100 block of lombard street,37.8040525,-122.403384
pier 50- end of the pier,41.42338700000001,-71.459723
taylor & vallejo streets (russian hill),37.79797569999999,-122.4137454
taylor and union,40.1220268,-74.048735
folsom street & embarcadero,37.7907507,-122.3901449
901 union street,40.6740155,-73.9736387
"tosca café (242 columbus avenue, north beach)",37.7976266,-122.4058736
marine fireman's union headquarters,33.7764813,-118.2638666
grant between california and washington,32.74962,-117.1761229
orphan andy's,37.76240629999999,-122.4349009
"san francisco art institute, 800 chestnut",37.803376,-122.417167
church @ duboce street,37.7690667,-122.4332549
mecca restaurant (2029 market street),37.7683932,-122.4274806
20th & connecticut streets (potrero hill),37.7599753,-122.3972755
610 rhode island street (potrero hill),37.7619709,-122.4025652
"mission rec center, 2450 harrison street",37.75820100000001,-122.412999
church street muni station,37.7678731,-122.4285766
palace of fine arts: 3306 lyon st.,37.8019913,-122.4486565
broderick from fulton to mcalister,0.0,0.0
church and duboce muni station,37.7693359,-122.4292406
mason st from pine to sacramento,0.0,0.0
ina coolbrith park (1700 taylor street),37.7982629,-122.4134525
2930 vallejo street,37.7941208,-122.4456315
sutter-stockton garage (330 sutter street at stockton),37.7900691,-122.4064769
city lights bookstore (261 columbus),37.7976073,-122.4065603
green st. & grant ave.,37.79971219999999,-122.4074155
market between stuart and van ness,0.0,0.0
irving st. at 9th ave.,37.7640497,-122.4663387
pier 1,37.0865771,-94.4785181
1246 folsom street,37.7745943,-122.41099
ferry plaza,37.7954882,-122.3935996
corbett st.,36.2681511,-115.2983389
sf city hall polk street steps,37.7792597,-122.4192646
surf theater (4520 irving street),0.0,0.0
san francisco hilton (333 o'farrell street),37.7859008,-122.4108333
haight st at ashbury st,37.7700212,-122.4469617
jones @ broadway,37.7968072,-122.4152099
fisherman's wharf pier near chapel (port walk #19),37.80867300000001,-122.409821
2450 harrison street,37.75820100000001,-122.412999
christopher's books (1400 18th street),37.7626784,-122.3966969
gabbiano's restaurant (ferry building),0.0,0.0
lombard & hyde streets,37.8020045,-122.4196371
bix restaurant (56 gold street),37.7968712,-122.4029298
"433 baker street,",42.2851431,-71.16998559999999
doc's clock,37.7583482,-122.4188764
vesuvio café (255 columbus avenue),37.797494,-122.406454
200 post st.,43.4883291,-75.3362614
octavia at grove street,37.777618,-122.4248359
901/909tennessee st.,37.760022,-122.389134
"mad dog bar, 530 haight street",37.7721618,-122.431029
475 diamond st.,37.7548862,-122.4365274
union square,40.7358633,-73.9910835
435 23rd street at illinois,37.7554393,-122.38709
lombard & fillmore streets (marina district),37.7998947,-122.4360847
civic center plaza,37.7795107,-122.4176677
"castro theatre, 429 castro st.",37.7620333,-122.4347591
pine st. between market and kearny,0.0,0.0
